124156.42207314787, 4000, 1825048
123226.28683026612, 3999, 1822108
123226.28683026612, 3998, 1819082
116065.67937276448, 3997, 1817389
116065.67937276448, 3996, 1814451
116065.67937276448, 3995, 1811595
121517.15537366671, 3994, 1808828
118516.8382818676, 3993, 1806121
107408.27517923566, 3992, 1803129
107408.27517923566, 3991, 1798339
107408.27517923566, 3990, 1794658
113253.4331033921, 3989, 1790537
115495.26878279336, 3988, 1790629
111748.36261617354, 3987, 1790414
113394.44352994963, 3986, 1791707
101779.04590746172, 3985, 1788197
101779.04590746172, 3984, 1787006
101779.04590746172, 3983, 1785456
101779.04590746172, 3982, 1783817
101779.04590746172, 3981, 1779414
107118.47038684954, 3980, 1775428
106604.05251629124, 3979, 1772028
104609.49432060165, 3978, 1769266
106418.77132966812, 3977, 1765568
106418.77132966812, 3976, 1760083
106103.93987735211, 3975, 1757494
104957.67677426257, 3974, 1755165
104957.67677426257, 3973, 1751770
104037.4032499215, 3972, 1747569
101182.58796510796, 3971, 1740274
101182.58796510796, 3970, 1732654
104610.87426553787, 3969, 1724614
103769.62217232135, 3968, 1725132
94196.55744658908, 3967, 1716895
94196.55744658908, 3966, 1718428
95336.5768451808, 3965, 1710032
94321.57278781479, 3964, 1709392
97070.86676097002, 3963, 1706670
97070.86676097002, 3962, 1691854
98306.10362980129, 3961, 1692144
98107.95603104557, 3960, 1687299
95057.47335685743, 3959, 1678832
94647.99283699969, 3958, 1675523
94647.99283699969, 3957, 1659922
94647.99283699969, 3956, 1657214
94818.6640726155, 3955, 1661276
94818.6640726155, 3954, 1664216
91070.72516184185, 3953, 1663870
91070.72516184185, 3952, 1659760
91385.6536964675, 3951, 1666119
86372.48155856156, 3950, 1660897
86372.48155856156, 3949, 1664264
90372.52005440024, 3948, 1661020
85713.14521232064, 3947, 1666349
90142.19989966047, 3946, 1669187
89281.50875347204, 3945, 1669897
86092.36982040727, 3944, 1675172
89548.44098496802, 3943, 1675008
89198.99511675599, 3942, 1669401
89142.32611438188, 3941, 1666000
86971.78509788847, 3940, 1659708
87984.33218205484, 3939, 1653352
83464.02825360656, 3938, 1650925
83464.02825360656, 3937, 1650712
81503.53280755923, 3936, 1645673
80758.05713693, 3935, 1643657
80758.05713693, 3934, 1642454
80758.05713693, 3933, 1644124
80758.05713693, 3932, 1641613
80758.05713693, 3931, 1643794
80758.05713693, 3930, 1641469
74667.3538072354, 3929, 1647793
74667.3538072354, 3928, 1642708
74667.3538072354, 3927, 1641342
74667.3538072354, 3926, 1639132
74667.3538072354, 3925, 1644682
80683.38114143183, 3924, 1642813
77216.19804390997, 3923, 1644794
77216.19804390997, 3922, 1642352
77216.19804390997, 3921, 1638397
77216.19804390997, 3920, 1633457
77216.19804390997, 3919, 1636630
76629.76221602877, 3918, 1637428
76629.76221602877, 3917, 1626680
76629.76221602877, 3916, 1618234
76629.76221602877, 3915, 1603821
71942.82628404231, 3914, 1601329
71942.82628404231, 3913, 1594231
71942.82628404231, 3912, 1593790
71120.72133483404, 3911, 1586181
71120.72133483404, 3910, 1575230
71120.72133483404, 3909, 1565408
71120.72133483404, 3908, 1559582
71120.72133483404, 3907, 1552367
71120.72133483404, 3906, 1554421
71120.72133483404, 3905, 1546367
71120.72133483404, 3904, 1548228
70336.65378242133, 3903, 1536144
71120.72133483404, 3902, 1524645
71120.72133483404, 3901, 1514099
70428.8799532379, 3900, 1517394
70428.8799532379, 3899, 1520159
70428.8799532379, 3898, 1508321
67970.63963459322, 3897, 1502970
67970.63963459322, 3896, 1498779
67970.63963459322, 3895, 1496843
67970.63963459322, 3894, 1485821
67671.43160759305, 3893, 1471360
66507.4728278243, 3892, 1453332
64718.50797561857, 3891, 1453747
64718.50797561857, 3890, 1442239
64643.71709415672, 3889, 1424967
63280.47505137074, 3888, 1420509
63280.47505137074, 3887, 1406431
63280.47505137074, 3886, 1406313
63280.47505137074, 3885, 1365292
63280.47505137074, 3884, 1354454
63227.525801381096, 3883, 1329444
63227.525801381096, 3882, 1299581
61465.461842503915, 3881, 1264053
61237.48074171844, 3880, 1218246
61196.04799667539, 3879, 1198712
60975.01310298913, 3878, 1170693
60775.388226315255, 3877, 1135136
59754.26093377602, 3876, 1087398
59754.26093377602, 3875, 1044409
59754.26093377602, 3874, 1000310
57243.131113211835, 3873, 951437
57243.131113211835, 3872, 931626
56910.518800553975, 3871, 887337
56910.518800553975, 3870, 886114
56910.518800553975, 3869, 898244
57522.42531798153, 3868, 892216
57154.441940490724, 3867, 878971
56209.31003111027, 3866, 865178
56209.31003111027, 3865, 860872
55449.237388188216, 3864, 868288
54444.01222274559, 3863, 855756
54779.930563507034, 3862, 854476
54779.930563507034, 3861, 837840
52495.85719876474, 3860, 829812
52064.73759000165, 3859, 813311
52064.73759000165, 3858, 786844
50002.56700877213, 3857, 772171
52064.73759000165, 3856, 765760
49589.38581661457, 3855, 738910
49589.38581661457, 3854, 732212
49589.38581661457, 3853, 709137
49589.38581661457, 3852, 689836
49589.38581661457, 3851, 644717
48918.69234634688, 3850, 618539
48918.69234634688, 3849, 608537
48918.69234634688, 3848, 576421
48497.526701130984, 3847, 546074
47583.56969186141, 3846, 526918
47573.89560448021, 3845, 513676
47291.56746947473, 3844, 493139
47291.56746947473, 3843, 473966
47291.56746947473, 3842, 450336
46825.116742774386, 3841, 434594
46825.116742774386, 3840, 413854
46652.107375281834, 3839, 390043
46825.116742774386, 3838, 363689
46825.116742774386, 3837, 342390
46825.116742774386, 3836, 325649
46825.116742774386, 3835, 311311
46652.107375281834, 3834, 299023
46652.107375281834, 3833, 284303
46652.107375281834, 3832, 263158
46652.107375281834, 3831, 231567
46652.107375281834, 3830, 197163
46607.308049287254, 3829, 189020
46607.308049287254, 3828, 181658
46486.61583438756, 3827, 187738
46486.61583438756, 3826, 195006
46486.61583438756, 3825, 204028
46486.61583438756, 3824, 204601
46486.61583438756, 3823, 198610
46486.61583438756, 3822, 168080
46486.61583438756, 3821, 135326
46486.61583438756, 3820, 104260
46486.61583438756, 3819, 61196
46486.61583438756, 3818, 53010
46486.61583438756, 3817, 59597
46486.61583438756, 3816, 76292
46486.61583438756, 3815, 83292
46486.61583438756, 3814, 75896
46486.61583438756, 3813, 55253
46486.61583438756, 3812, 18984
46486.61583438756, 3811, 2189
46486.61583438756, 3810, 0
46486.61583438756, 3809, 0
46486.61583438756, 3808, 0
46486.61583438756, 3807, 0
46486.61583438756, 3806, 0
46486.61583438756, 3805, 0
46486.61583438756, 3804, 0
46486.61583438756, 3803, 0
46486.61583438756, 3802, 0
46486.61583438756, 3801, 0
46486.61583438756, 3800, 0
