适应度, 迭代次数, 距离之和
120365.37699443777, 2614, 1755993
120365.37699443777, 2613, 1754758
120365.37699443777, 2612, 1750728
121363.1972229461, 2611, 1751917
122892.67753973119, 2610, 1746715
120697.0835830139, 2609, 1746499
120001.41830932132, 2608, 1744495
115175.62732099192, 2607, 1744887
115175.62732099192, 2606, 1740984
115175.62732099192, 2605, 1746974
115175.62732099192, 2604, 1744082
107745.36276350393, 2603, 1741422
115489.87136129799, 2602, 1745841
121720.51396998065, 2601, 1745344
119949.61853651592, 2600, 1742670
115012.51977015764, 2599, 1738295
115012.51977015764, 2598, 1741110
118564.25418910582, 2597, 1742127
117723.77365824062, 2596, 1738200
116034.2681622361, 2595, 1738396
119449.25939395194, 2594, 1743225
114700.35747605943, 2593, 1741456
114234.92582213851, 2592, 1740141
109372.00710191332, 2591, 1748297
119131.42800354195, 2590, 1748577
118572.12060168298, 2589, 1746655
119131.42800354195, 2588, 1748863
121888.1193845552, 2587, 1749786
118397.81069628528, 2586, 1743145
120486.76440956687, 2585, 1745790
120486.76440956687, 2584, 1742231
120486.76440956687, 2583, 1745483
124635.1983409534, 2582, 1741831
114900.32951408844, 2581, 1739177
114900.32951408844, 2580, 1735545
101801.98537250579, 2579, 1741688
114900.32951408844, 2578, 1740693
112659.11088074069, 2577, 1739876
114900.32951408844, 2576, 1741679
114900.32951408844, 2575, 1745304
112492.15037107262, 2574, 1739716
120093.98672855187, 2573, 1738609
115889.27703061208, 2572, 1744022
115348.73011562722, 2571, 1744098
113411.23652832667, 2570, 1745766
122678.10380044507, 2569, 1747671
126369.60990845345, 2568, 1748172
123729.23147115659, 2567, 1751385
124276.32011155272, 2566, 1751258
125528.67278168366, 2565, 1745277
122625.16420946085, 2564, 1748051
121052.44048685896, 2563, 1750935
122578.8542134699, 2562, 1750202
122578.8542134699, 2561, 1749626
119837.006461362, 2560, 1751684
120995.07082832488, 2559, 1750838
118195.59714560116, 2558, 1747172
118195.59714560116, 2557, 1750125
118195.59714560116, 2556, 1752809
114453.21474035451, 2555, 1753763
118070.29965081486, 2554, 1754166
103377.50891274825, 2553, 1754820
103377.50891274825, 2552, 1749468
103377.50891274825, 2551, 1746245
103218.27193140176, 2550, 1747139
103377.50891274825, 2549, 1738413
103377.50891274825, 2548, 1738645
103377.50891274825, 2547, 1749190
103377.50891274825, 2546, 1751737
103377.50891274825, 2545, 1750234
101402.3018239595, 2544, 1754439
103377.50891274825, 2543, 1752629
103377.50891274825, 2542, 1752784
103377.50891274825, 2541, 1746386
103377.50891274825, 2540, 1744233
103377.50891274825, 2539, 1741250
103377.50891274825, 2538, 1737538
103377.50891274825, 2537, 1743419
103377.50891274825, 2536, 1742925
103377.50891274825, 2535, 1735053
103377.50891274825, 2534, 1723864
105997.58165336045, 2533, 1737786
101766.02836250399, 2532, 1738438
102408.53070707167, 2531, 1736904
102408.53070707167, 2530, 1734294
102408.53070707167, 2529, 1736397
102408.53070707167, 2528, 1729797
104857.40092188763, 2527, 1727634
104857.40092188763, 2526, 1729992
104509.09548819852, 2525, 1729209
103717.12355690355, 2524, 1727836
104857.40092188763, 2523, 1725020
103937.99733015195, 2522, 1729460
103937.99733015195, 2521, 1726454
103106.62816560536, 2520, 1724537
103106.62816560536, 2519, 1726590
105644.416899434, 2518, 1727638
108113.19635053402, 2517, 1726459
109860.32164267034, 2516, 1721785
110622.10360151577, 2515, 1717637
110622.10360151577, 2514, 1716616
110622.10360151577, 2513, 1718177
101533.97627765317, 2512, 1716106
101533.97627765317, 2511, 1722043
108980.57711309895, 2510, 1724644
113427.31273028717, 2509, 1718883
113427.31273028717, 2508, 1727285
112080.83238446349, 2507, 1728724
113276.53346864705, 2506, 1731688
113066.04558371952, 2505, 1732061
107053.48690442623, 2504, 1728052
113066.04558371952, 2503, 1737450
113066.04558371952, 2502, 1740732
113066.04558371952, 2501, 1741205
111772.19012225926, 2500, 1741002
113066.04558371952, 2499, 1733790
113066.04558371952, 2498, 1734975
111818.85451601342, 2497, 1732443
115386.21712400074, 2496, 1730021
110150.70983000955, 2495, 1728983
117453.00825278452, 2494, 1721920
115878.43590927732, 2493, 1726779
113767.73073442568, 2492, 1728103
108719.30999223766, 2491, 1724910
113601.80169719373, 2490, 1731097
105085.65317034384, 2489, 1734724
111108.87921187171, 2488, 1732937
113601.80169719373, 2487, 1731576
116021.75495608419, 2486, 1732659
116021.75495608419, 2485, 1727042
114377.52719448878, 2484, 1729405
117564.01418993078, 2483, 1739545
111446.31578060586, 2482, 1742009
111446.31578060586, 2481, 1742171
108448.17461500186, 2480, 1739998
108448.17461500186, 2479, 1744051
108448.17461500186, 2478, 1745816
109788.66801221254, 2477, 1741685
109788.66801221254, 2476, 1740795
115140.004649476, 2475, 1743362
109376.63024678324, 2474, 1745011
109376.63024678324, 2473, 1744698
109376.63024678324, 2472, 1741790
106292.87939237077, 2471, 1746124
108266.53752353087, 2470, 1744349
108266.53752353087, 2469, 1736135
114770.8821427046, 2468, 1734940
114708.32722561921, 2467, 1731917
110108.00417646988, 2466, 1727727
115740.36782001478, 2465, 1725760
118025.50674058874, 2464, 1730136
115961.20898246006, 2463, 1735328
115961.20898246006, 2462, 1740130
107041.51132503853, 2461, 1740773
118653.71641428847, 2460, 1741308
113725.56342456979, 2459, 1739370
113725.56342456979, 2458, 1735444
113725.56342456979, 2457, 1740502
119367.28652743857, 2456, 1745580
119567.73090918605, 2455, 1740382
123740.51072386919, 2454, 1731938
121435.76225486714, 2453, 1738581
119898.1199246118, 2452, 1743720
119898.1199246118, 2451, 1745760
117228.47901044901, 2450, 1745631
117228.47901044901, 2449, 1734774
115271.09834012004, 2448, 1744833
115378.63115099815, 2447, 1750367
115378.63115099815, 2446, 1754515
115378.63115099815, 2445, 1754413
119018.33400734096, 2444, 1754664
126566.72430634797, 2443, 1755072
127404.0052758647, 2442, 1755344
111623.89693824737, 2441, 1755563
125392.0808160028, 2440, 1758544
128747.8765892669, 2439, 1759135
120017.9444741617, 2438, 1762064
119071.93696243977, 2437, 1761672
123909.72179300855, 2436, 1760316
126252.22963935221, 2435, 1758089
128151.39106306927, 2434, 1756906
119436.45053200539, 2433, 1754937
119163.57779001874, 2432, 1748959
114956.32191217861, 2431, 1748687
111882.27836097473, 2430, 1750191
111882.27836097473, 2429, 1746105
115753.82467511448, 2428, 1739253
114254.89827882001, 2427, 1732560
114254.89827882001, 2426, 1735434
114135.6913171523, 2425, 1731993
114135.6913171523, 2424, 1733335
117806.91093740435, 2423, 1737903
116290.39467103554, 2422, 1737492
115798.78556846817, 2421, 1737221
117170.04856889205, 2420, 1731525
117170.04856889205, 2419, 1731716
111937.60197330758, 2418, 1741959
120644.52254285064, 2417, 1741102
117595.736919267, 2416, 1738705
117595.736919267, 2415, 1744301
114177.57757488375, 2414, 1750556
117054.86730130449, 2413, 1751105
111621.62072609115, 2412, 1748319
111621.62072609115, 2411, 1749222
109881.31227454184, 2410, 1755146
109881.31227454184, 2409, 1754525
110336.14569174088, 2408, 1754784
118472.78642560219, 2407, 1754383
118477.95495338623, 2406, 1754251
117942.67353444555, 2405, 1750622
108037.72817346478, 2404, 1748355
112629.09537445147, 2403, 1751935
112599.10533550892, 2402, 1752884
112629.09537445147, 2401, 1752668
112629.09537445147, 2400, 1751790
114004.02323916942, 2399, 1753217
114004.02323916942, 2398, 1752716
112385.4402570571, 2397, 1753727
112757.07896574217, 2396, 1749422
116138.16285810836, 2395, 1752382
116735.78013519372, 2394, 1750043
117666.99541047189, 2393, 1744312
118092.76054824395, 2392, 1748194
122577.9923084906, 2391, 1747120
120219.6421650494, 2390, 1742928
113921.49283979132, 2389, 1744993
113921.49283979132, 2388, 1743787
113921.49283979132, 2387, 1745110
120219.6421650494, 2386, 1747533
