适应度, 迭代次数, 距离之和
86345.32739518605, 2434, 180404
86345.32739518605, 2433, 176742
86345.32739518605, 2432, 164382
87048.35569630745, 2431, 146140
87177.83994461322, 2430, 149558
87982.66743853784, 2429, 140284
87982.66743853784, 2428, 142898
86785.85368723448, 2427, 133582
87982.66743853784, 2426, 132654
87982.66743853784, 2425, 127774
87982.66743853784, 2424, 118140
87982.66743853784, 2423, 96050
87982.66743853784, 2422, 95154
87982.66743853784, 2421, 96456
87982.66743853784, 2420, 99404
87982.66743853784, 2419, 102998
87982.66743853784, 2418, 117558
87982.66743853784, 2417, 110480
87488.846062204, 2416, 107940
87982.66743853784, 2415, 111044
87982.66743853784, 2414, 102292
87982.66743853784, 2413, 91894
87982.66743853784, 2412, 116756
87982.66743853784, 2411, 107196
87982.66743853784, 2410, 111282
87982.66743853784, 2409, 110586
87356.03621830912, 2408, 116316
87356.03621830912, 2407, 118316
87055.79285020073, 2406, 125654
87055.79285020073, 2405, 115818
87055.79285020073, 2404, 139540
87055.79285020073, 2403, 145678
87055.79285020073, 2402, 138350
87982.66743853784, 2401, 144866
87523.12159637864, 2400, 141008
87356.03621830912, 2399, 142276
87523.12159637864, 2398, 145972
87523.12159637864, 2397, 151356
87055.79285020073, 2396, 155918
87523.12159637864, 2395, 152362
87523.12159637864, 2394, 146236
87523.12159637864, 2393, 144644
87523.12159637864, 2392, 145396
86648.8481741802, 2391, 141438
87356.03621830912, 2390, 137878
87055.79285020073, 2389, 140328
86770.76250127013, 2388, 148374
86770.76250127013, 2387, 126426
86770.76250127013, 2386, 120972
87356.03621830912, 2385, 132218
87356.03621830912, 2384, 118876
87356.03621830912, 2383, 130340
87356.03621830912, 2382, 146246
87055.79285020073, 2381, 150830
87356.03621830912, 2380, 143384
87356.03621830912, 2379, 145822
87356.03621830909, 2378, 160460
87356.03621830909, 2377, 161446
87356.03621830912, 2376, 174908
86220.55581853914, 2375, 165210
86220.55581853914, 2374, 166988
87055.79285020073, 2373, 175694
86770.76250127013, 2372, 176686
87087.33422717486, 2371, 163122
87216.77361661576, 2370, 166230
87216.77361661576, 2369, 165746
87216.77361661576, 2368, 175092
87055.79285020073, 2367, 179326
87216.77361661576, 2366, 174128
87216.77361661576, 2365, 163986
87307.81916651016, 2364, 165156
87307.81916651016, 2363, 170434
87307.81916651016, 2362, 181644
85949.52245856349, 2361, 189808
86189.35368622527, 2360, 200048
86189.35368622527, 2359, 202318
85631.30944633592, 2358, 204066
86189.35368622527, 2357, 208990
86189.35368622527, 2356, 208772
86189.35368622527, 2355, 205936
86652.33729145554, 2354, 203782
86652.33729145554, 2353, 200378
86652.33729145554, 2352, 200524
86652.33729145554, 2351, 194978
86652.33729145554, 2350, 197902
86652.33729145554, 2349, 195174
86652.33729145554, 2348, 198052
86652.33729145554, 2347, 179490
86652.33729145554, 2346, 156986
86652.33729145554, 2345, 142396
86652.33729145554, 2344, 124924
86652.33729145554, 2343, 131180
86652.33729145554, 2342, 105552
86576.28784921492, 2341, 114066
86504.11720161335, 2340, 116052
86610.63601609212, 2339, 115190
85600.28151435533, 2338, 106154
86652.33729145554, 2337, 99894
86576.28784921496, 2336, 108400
85600.28151435533, 2335, 106094
85600.28151435533, 2334, 117380
85600.28151435533, 2333, 134950
85600.28151435533, 2332, 132188
85600.28151435533, 2331, 140144
86576.28784921496, 2330, 140796
86576.28784921496, 2329, 154364
86576.28784921496, 2328, 163882
86576.28784921496, 2327, 163148
86576.28784921496, 2326, 178518
85600.28151435533, 2325, 184976
86576.28784921496, 2324, 197606
86576.28784921496, 2323, 197640
86652.33729145554, 2322, 194704
86652.33729145554, 2321, 202578
86502.05108501368, 2320, 204658
86652.33729145554, 2319, 195450
86419.13048914012, 2318, 185922
85600.28151435533, 2317, 180478
85600.28151435533, 2316, 183452
85600.28151435532, 2315, 179608
85600.28151435532, 2314, 181244
85600.28151435532, 2313, 165774
85600.28151435532, 2312, 148516
85600.28151435532, 2311, 161446
84350.46995415809, 2310, 161744
86419.13048914012, 2309, 150550
86419.13048914012, 2308, 144206
85600.28151435532, 2307, 145734
86652.33729145552, 2306, 132688
86652.33729145552, 2305, 131334
86652.33729145552, 2304, 119504
86578.67663169226, 2303, 141554
86578.67663169226, 2302, 140350
86578.67663169226, 2301, 153204
86578.67663169226, 2300, 144950
86578.67663169226, 2299, 134060
86578.67663169226, 2298, 146844
86415.32637909024, 2297, 167188
86652.33729145554, 2296, 172650
85814.5534307253, 2295, 175344
86084.52361358913, 2294, 183392
86084.52361358913, 2293, 187502
85886.23000486236, 2292, 181632
85886.23000486236, 2291, 182364
85600.28151435533, 2290, 186824
85600.28151435533, 2289, 197730
85600.28151435533, 2288, 203062
85600.28151435533, 2287, 198798
85600.28151435533, 2286, 207576
84834.17422776215, 2285, 211072
85600.28151435533, 2284, 204580
85886.23000486234, 2283, 204096
85600.28151435533, 2282, 194036
85886.23000486236, 2281, 197434
85886.23000486236, 2280, 189478
83252.21665812739, 2279, 194374
83252.21665812739, 2278, 191630
82342.40261268312, 2277, 204250
82342.40261268312, 2276, 220352
82342.40261268312, 2275, 213398
82342.40261268312, 2274, 218122
83992.53952943119, 2273, 224960
83992.53952943119, 2272, 226176
83992.53952943119, 2271, 230446
83992.53952943119, 2270, 234808
83992.53952943119, 2269, 244180
83992.53952943119, 2268, 240802
83992.53952943119, 2267, 245546
83982.19904997277, 2266, 246524
83944.77539094105, 2265, 246904
83944.77539094105, 2264, 245180
83944.77539094105, 2263, 247772
83794.95052174981, 2262, 252786
83252.21665812739, 2261, 253202
85072.89728830617, 2260, 249388
85072.89728830617, 2259, 249694
85072.89728830617, 2258, 239958
85072.89728830617, 2257, 242400
84335.35138251854, 2256, 234534
84335.35138251854, 2255, 234648
84335.35138251854, 2254, 237830
83944.77539094105, 2253, 238576
83944.77539094105, 2252, 248066
85278.77200630182, 2251, 243928
85209.9896136654, 2250, 240702
85278.77200630182, 2249, 237260
84513.36918673335, 2248, 225220
84513.36918673335, 2247, 232246
84513.36918673335, 2246, 236340
84513.36918673335, 2245, 245928
85278.77200630182, 2244, 244728
84488.90812778582, 2243, 239892
85278.77200630182, 2242, 234988
84471.54737687923, 2241, 236196
84471.54737687923, 2240, 232234
85278.77200630182, 2239, 237694
85236.95019644774, 2238, 239440
84834.17422776215, 2237, 235136
85236.95019644774, 2236, 234202
80235.11972638307, 2235, 222322
80235.11972638307, 2234, 224348
85236.95019644774, 2233, 216820
85236.95019644774, 2232, 214460
84428.72505395765, 2231, 214382
85278.77200630182, 2230, 215470
85278.77200630182, 2229, 223616
84488.90812778582, 2228, 224732
85278.77200630182, 2227, 235022
85278.77200630182, 2226, 229224
84805.57107842907, 2225, 213104
85278.77200630182, 2224, 207240
85278.77200630182, 2223, 210790
85278.77200630182, 2222, 232414
81234.19811337191, 2221, 241078
81234.19811337191, 2220, 254086
85209.9896136654, 2219, 257660
85209.9896136654, 2218, 256492
85209.9896136654, 2217, 249780
